mid,text,text_cut
4662733360595346,"#教培双减新政落地#该来的总会来！全面打压教培机构的“双减”政策落地，国家出手打压教育内卷！

今年5月上面发布教育培训行业“双减”意见。校外培训机构无序发展，校内减负、校外增负现象突出，一些机构存在资质不符、管理混乱、高价敛财、虚假宣传等现象，针对这些现象提出：

明确教培机构收费标准，加强预收费监管，禁止资本化运作等要求。我认为行业的无序生长其核心卖点，就是贩卖焦虑。抓住了我们重视教育的传统，以此为借口敛财牟利，无视教育产业发展的基本规律，所教内容并不会增加学生的创新能力，无非就是对初等教育的集中填鸭式复习罢了。这样的校外培训，只会让现有教学体系下，内卷化更为严重，青少年在这种焦虑模式下，身心健康将受到极大影响；所以对于教培行业的严格管理正当其时；对于这个行业，应引导向青少年创新和思考能力培养；短期对教培概念构成利空，但严管是为了让这个产业更好发展。

教培“双减”政策落地，应该可以让现在疯狂和病态的教培行业降降温！对此，你们是怎么看的呢？ 2苏州 收起d",教培 双减 新政 落地 该来 总会 打压 教培 机构 双减 政策 落地 国家 出手 打压 教育 发布 教育 培训 行业 双减 意见 校外 培训 机构 无序 发展 校内 减负 校外 增负 现象 机构 资质 不符 管理混乱 高价 敛财 虚假 宣传 现象 现象 提出 教培 机构 收费 标准 预收费 监管 禁止 资本化 运作 行业 无序 生长 核心 卖点 贩卖 焦虑 抓住 重视 教育 传统 以此 借口 敛财 牟利 无视 教育 产业 发展 基本规律 所教 内容 增加 学生 创新能力 无非 初等教育 填鸭式 复习 校外 培训 只会 现有 教学 体系 下内 卷化 更为严重 青少年 焦虑 模式 身心健康 影响 教培 行业 严格管理 正当 其时 行业 引导 青少年 创新 思考 能力 培养 短期 教培 概念 利空 严管 产业 更好 发展 教培 双减 政策 落地 疯狂 病态 教培 行业 降降温 对此 苏州
4662731087020336,"教育培训行业的，至暗时刻真的来了，昨天“双减”政策出台，精准打击各类教培行业。

1.不得占用法定节假日、休息日和寒暑假补课;--光这一点就足以让80-90%培训机构挂掉。

2.不得提供和传播拍照搜题”等不良工具或方法;--小猿搜题/作业帮搜题APP凉凉。

3.严禁提供境外教育课程，严禁聘请境外外籍人士;--Vipkid和各类国外课程，卒。

4.学科类培训机构一律不得上市，上市公司不得从事学科类培训;--新东方/好未来等直接转型。

5.通过第三方托管、风险储备金等方式加强预收款监管;--大量靠预售款运作的中小机构，卒。

6.不再审批新的学科类校外培训机构已有机构转为非营利性机构;--堵死大门，不得新增。

7.线上学科类培训机构全面排查，重新按新标准从严审批。--从严审批，缩减存量。

8.教育培训不得在媒体打广告，也不得在学校变相发布广告。--封堵路径、减少传播。

最终，还有几家教培公司能活下来呢？我觉得挺难的#教育# 收起d",教育 培训 行业 时刻 真的 昨天 双减 政策 出台 精准 打击 各类 教培 行业 占用 法定 节假日 休息日 寒暑假 补课 一点 足以 培训 机构 挂掉 提供 传播 拍照 搜题 不良 工具 方法 小猿 搜题 作业 搜题 凉凉 严禁 提供 境外 教育 课程 严禁 聘请 境外 外籍人士 各类 国外 课程 学科 培训 机构 一律 上市 上市公司 学科 培训 新东方 未来 转型 第三方 托管 风险 储备金 方式 预收款 监管 预售 运作 机构 审批 学科 校外 培训 机构 已有 机构 转为 非营利性 机构 堵死 大门 新增 线上 学科 培训 机构 排查 按新 标准 审批 审批 缩减 存量 教育 培训 媒体 打广告 学校 变相 发布 广告 封堵 路径 减少 传播 最终 几家 教培 公司 能活 挺难 教育
4662730130719049,《义务教育“双减”政策落地：学科类培训机构不得上市融资，严禁资本化运作》义务教育“双减”政策落地：学科类培训机构不得上市融资，严禁资本化运作O网页链接,义务教育 双减 政策 落地 学科 培训 机构 上市 融资 严禁 资本化 运作 义务教育 双减 政策 落地 学科 培训 机构 上市 融资 严禁 资本化 运作 网页 链接
4662661076485038,"今晚注定难睡着了
先是“双减”政策 不只是行业寒冬 直接失业了…
然后包着药的小脚趾痛得没法落地
疼得睡不着 外面又风大雨大 真的感觉好惨

好在zxm心态还是很好的
爬起来对着我的脚吹了半天好像也没那么疼了
还一脸认真的要拿3600的工资养我
嗯 一切应该都会好起来的吧[牛轰轰拥抱][牛轰轰拥抱] 收起d",今晚 注定 睡着 先是 双减 政策 行业 寒冬 失业 包着 脚趾 痛得 没法 落地 疼得 睡不着 外面 大雨 真的 感觉 好惨 心态 爬起来 半天 好像 一脸 工资 轰轰 拥抱 轰轰 拥抱
4662658214659269,教育部有关负责人就“双减”意见答记者问O网页链接 一是源头治理。充分发挥学校主阵地作用，坚持应教尽教，着力提高教学质量、作业管理水平和课后服务水平，让学生学习更好回归校园，在校内“吃饱”“吃好”，减少参加校外培训需求。二是系统治理。不仅聚焦在作业和校外培训两个方面，在加强课后服务、减轻考试压力、完善质量评价、营造良好生态等方面同样作出部署，系统推进、全链条推进“双减”工作。三是综合治理。建立“双减”工作专门协调机制，加强部门间统筹，集中组织开展专项治理行动，形成有效工作合力，统筹学校、社会、家庭力量形成三位一体育人格局。四是依法治理。深入贯彻落实《中华人民共和国义务教育法》《中华人民共和国未成年人保护法》等法律精神，在法律的框架内明确各项政策，做到有法可依、依法治理。 收起d,教育部 负责人 双减 意见 答记者问 网页 链接 一是 源头 治理 充分发挥 学校 主阵地 作用 应教 尽教 着力 提高 教学质量 作业管理 水平 课后 服务水平 学生 学习 更好 回归 校园 校内 吃饱 减少 参加 校外 培训 需求 二是 系统 治理 聚焦 作业 校外 培训 两个 课后 服务 减轻 考试 压力 完善 质量 评价 营造 生态 作出 部署 系统 链条 双减 工作 三是 综合治理 建立 双减 工作 协调 机制 部门 统筹 组织 专项 治理 工作 合力 统筹 学校 社会 家庭 力量 三位一体 育人 格局 四是 依法治理 贯彻落实 中华人民共和国 义务教育法 中华人民共和国 未成年人 保护法 法律 精神 法律 框架 各项政策 有法可依 依法治理
4662657850541709,"#双减意见如何规范学生作业和校外培训#
作为前从业者说说自己的想法。
看到很多人都说这个政策出来是为了促进生育率，可是把校外培训机构一刀切就能促进生育率了吗？
社会的焦虑、内卷，年轻人拒绝生育的主要原因是因为培训机构吗？
最应该做的是均衡教育资源，取消学区房，控制房价，高考全国统考，取消地域限制。发展职业教育，完善社会福利，提高工资水平，而不是取消校外培训。
我现在能想到的结果是年轻人会更不愿意生育，生了孩子也没有好的教育资源，自己累死累活一辈子最终孩子也考不上好的学校，还是得去累死累活一辈子，何苦来哉。
而且大批的培训机构失业人员一股脑的涌入社会，让就业形势更加严峻，考研、考公、考编竞争更加激烈，社会越来越卷。 收起d",双减 意见 规范 学生 作业 校外 培训 从业者 想法 政策 生育率 校外 培训 机构 一刀切 生育率 社会 焦虑 年轻人 拒绝 生育 原因 是因为 培训 机构 均衡 教育资源 取消 学区 控制 房价 高考 全国 统考 取消 地域 发展 职业 教育 完善 社会福利 提高 工资水平 取消 校外 培训 想到 年轻人 生育 孩子 教育资源 累死累活 一辈子 最终 孩子 考不上 学校 累死累活 一辈子 何苦来哉 培训 机构 失业 人员 一股脑 涌入 社会 就业 形势 严峻 考研 考公考 竞争 激烈 社会 越来越
4662653990995055,"担心失业，也不知道往哪里去。
双减政策文件昨天就看到了，文件内容的打击力度对于教培行业尤其是学科类教培是毁灭性的。每一条你都能看到对对应一个类型公司现有模式的否决。

唯一庆幸的是我好歹还在行业第一的公司的核心业务线上，总归没那么快轮到我。但终究还是有那么一天要到来，之后呢？怎么走？还有可能进入某行业头部公司吗？或者…短时间内还能找到工作吗？ 收起d",担心 失业 双减 政策 文件 昨天 文件 内容 打击 力度 教培 行业 学科 类教 培是 毁灭性 一条 类型 公司 现有 模式 否决 唯一 庆幸 好歹 行业 第一 公司 核心 业务 线上 总归 快轮 终究 到来 行业 头部 公司 短时间 找到 工作
4662652394013917,#双减政策#我要失业了,双减 政策 我要 失业
4662652381693544,"#9个城市全国双减试点#本来就是，小学阶段有啥东西是校内学不会的非得上补习班才能跟得上的？为啥小学阶段补习班这么火，就是因为校内学的简单，都自己加课，上机构补英语口语，补奥数，上了初中还有几个有精力搞奥数，找外教练口语？上了高中那更少了，把校内搞明白就能有大学上了。
所以小学阶段的补习最没有意义了。不是躺不躺平的问题，是无意义的内卷太伤人。
这次政策讲的很明确是减轻低龄升学压力，培训机构也是针对义务教育阶段，这摆明了就是在讲小升初啊。
中考高考该补还是得补，而且初三、高三那肯定也是找一对一的，谁还上大课啊。学而思、猿辅导啥的最大的业务就是小学。
我觉得这次政策没毛病，不知道有些家长焦虑些什么，焦虑的可能还是低龄家长，上初中高中的家长一点也不慌，因为和他们关系真不大，该咋滴还咋滴，娃是什么料也基本摸清了，现在担心政策影响高考的反而都是上小学的家长，因为大部分人都还是冲着211、985去的。正在上初中的就求个高中，正在上高中的就求个本科。 收起d",城市 全国 双减 试点 本来 小学 阶段 东西 校内 补习班 跟得上 为啥 小学 阶段 补习班 校内 简单 加课 机构 英语口语 奥数 初中 几个 精力 奥数 找外 教练 口语 高中 校内 明白 大学 小学 阶段 补习 意义 躺平 意义 内卷 伤人 政策 减轻 低龄 升学压力 培训 机构 义务教育 阶段 摆明 小升初 中考 高考 该补 初三 高三 肯定 一对一 大课 学而思猿 辅导 业务 小学 政策 毛病 家长 焦虑 焦虑 低龄 家长 初中 高中 家长 一点 关系 真不大该 摸清 担心 政策 影响 高考 小学 家长 大部分 冲着 初中 求个 高中 高中 求个 本科
4662640355576276,从昨天到现在，看到好多朋友点赞双减政策，大家唯一的担心就是不要落实不到位,昨天 好多 朋友 点赞 双减 政策 唯一 担心 落实 到位
4662639386691772,"今天对于教培人来说注定是个不眠之夜。第一次以这样的方式登上央视新闻，双减落地，教培强监管力度之大史无前例，然而一切皆有迹可循。

#教培江湖#

所有传说成为现实，倒觉得心安了许多。

学科类由国字头推动转型，谁还有意见吗？

除了坚决拥护！我没有第二个字可说。

#义务教育“双减”政策公布# 2新密市 收起d",教培人 注定 不眠之夜 第一次 方式 登上 央视 新闻 双减 落地 教培强 监管 力度 之大 史无前例 有迹可循 教培 江湖 现实 心安 学科 类由国 字头 转型 意见 坚决拥护 第二个 义务教育 双减 政策 公布 新密市
4663345163274447,#教培双减新政落地#希望好的政策能够真正落实到位 2丽水·云和县,教培 双减 新政 落地 希望 政策 落实 到位 丽水 云和县
4663345158823621,"@微言教育 @人民日报 @人民微博 @头条新闻 @紫光阁 @新华网 关于初等教育的顶层设计是大失败！50%的初中毕业生得上职高，初中生又能学到多少知识呢？注定绝大部分职高生将来只能做没多少技术含量的纯蓝领！试想又有哪个中国家长愿意自己的子女做纯蓝领？？所以别说双减了，就是三减四减，也减不了中国家长的育儿焦虑，从而逼得他们花钱培训，中考政策绝对会导致以后家教私教全面开花！家长的经济负担将会更重！
职业教育，还是应该在高中之后再开展！甚至更多地针对高中毕业后没考取大学而去打工两三年三四年或更多的社会青年！经历过高考与社会洗礼，而且成年了，大部分学生们才能更好地正视自己将来的职业规划，进行针对性地职业学习，学习效果才能更好！这样也能缓解就业压力！而不是急吼吼地给初中生施加本应三年后高考才面临的压力，逼迫一半的15岁未成年人丧失人生希望！别指责我极端！多去底层走走，就知道绝大部分职高生和其家长就是这种想法！
教育双减下的家长们：分数为重，仍存焦虑 O教育双减下的家长们：分数为重，仍存焦虑 收起d",微言 教育 人民日报 人民 微博 头条新闻 紫光阁 新华网 初等教育 顶层 设计 失败 初中 毕业生 职高 初中生 学到 知识 注定 绝大部分 职高生 将来 只能 技术含量 蓝领 试想 中国 家长 子女 做纯 蓝领 双减 三减 四减 中国 家长 育儿 焦虑 花钱 培训 中考 政策 导致 家教 私教 开花 家长 经济负担 将会 更重 职业 教育 高中 更多地 高中毕业 考取 大学 打工 两三年 三四年 社会青年 经历 高考 社会 洗礼 大部分 学生 更好 正视 将来 职业规划 针对性 职业 学习 学习效果 更好 缓解 就业 压力 吼吼 初中生 施加 本应 三年 高考 面临 压力 逼迫 一半 未成年人 丧失 人生 希望 指责 多去 底层 走走 绝大部分 职高生 家长 想法 教育 减下 家长 分数 为重 仍存 焦虑 教育 减下 家长 分数 为重 仍存 焦虑
4663345090928018,"#双减政策的落地能缓解鸡娃焦虑吗#如果你是佟年你会等他吗
会吗？
不清楚。
突然之间脑子#以家人之名#片空白，如果我是佟年我想我还是会等，要理由吗？大概没有。
他值得去等。
（当然，这是在上帝视角，我再成为佟年。）
可如果真的是我自己呢？
我想我从来不会
我总觉得我自己很奇怪
就算再喜欢他
只要有点裂缝
我就不ok了
即使喜欢到心缝里... 收起d",双减 政策 落地 缓解 鸡娃 焦虑 佟年 之间 脑子 家人 名片 空白 佟年 理由 值得 上帝 视角 佟年 真的 从来不 奇怪 喜欢 裂缝 喜欢 到心 缝里
4663343946142784,【你好，明天】双减政策让教培机构崩溃是必然，但今天A股市值蒸发了近2万亿，难不成真如网友所说：孩子减负了，眼睛亮了，牙不痛了，妈妈没时间美容，爸爸没时间喝酒，家长只能亲自的陪伴了？任博说，降低房地产、金融、教育、互联网等的利润和垄断是大势，是百年未遇之大变局和大机遇。你说呢？晚安。,你好 明天 双减 政策 教培 机构 崩溃 股市 蒸发 万亿 难不成 真如 网友 所说 孩子 减负 眼睛 不痛 妈妈 时间 美容 爸爸 时间 喝酒 家长 只能 陪伴 任博说 降低 房地产 金融 教育 互联网 利润 垄断 大势 百年 未遇 大变局 机遇 晚安
4663343446757176,"#My Happy Journal# Day 4

1.双减政策一来，开培训机构的表姐慌了。这一两年应该是教培行业最后的狂欢了。去年因为疫情教培机构如雨后春笋般涌现，现在鱼龙混杂的局面终于要慢慢瓦解了。

2.和大二的学妹约了肉蟹煲，看了白蛇2。无论是从画质还是剧本来看，这都是一部不输两年前出尽风头的哪吒的佳作。动作的流畅度我真是爱了，还有虚无之境小青和法海是水墨画，这个点子真是妙极。小白和小青才是真爱啊。

3.学妹说今天好多比赛我们国家都输了，连跳水都失误了，很难受。我没看比赛，但也跟着难受。希望我们国家多拿金牌。

4.好几天没刮胡子了，有胡子感觉自己老了好几岁。因为下雨一直穿拖鞋，有些硌脚。

5.BTC涨了十几个点，群里说币圈又回来了。其实币一直是那个币，变的是人，以及人手里的币的数量。囤币，让别人无币可囤。 收起d",双减 政策 培训 机构 表姐 一两年 教培 行业 狂欢 去年 疫情 教培 机构 雨后春笋 涌现 鱼龙混杂 局面 终于 慢慢 瓦解 大二 学妹 白蛇 无论是 画质 剧本 一部 不输 两年 前出 风头 哪吒 佳作 动作 流畅 虚无 之境 小青 法海 水墨画 点子 极小 白和小青 学妹 好多 比赛 国家 跳水 失误 难受 比赛 跟着 难受 希望 国家 金牌 几天 刮胡子 胡子 感觉 好几岁 下雨 拖鞋 脚涨 十几个 群里 说币 回来 币变 手里 数量 囤币 无币
4663343363137257,"【诸葛七律•国文闲言】
第六百三十期
节能减碳商业模式设计及风险防控培训班招生简章
（草案）
“碳达峰、碳中和”的号角已经吹响！。减碳节能行业成为新的大风口！
市场需要节能减碳商业模式设计 如此巨大的需求！行业需要风险预判和防控！这是谁的机会？谁的风口？
律师！！法律服务深入减碳、节能蓝海的窗口期已经打开！！
律师如何介入？如何开拓？新业务的核心点在哪里？什么样的能力可以在未来创造价值？
我们将读“3060“国家政策，挖掘市场机会，剖析节能减碳实现路径、解读节能行业特点，赋予您构建减碳节能商业模式设计能力和风险防控的机会已经来临！
让您迅速成为“碳达峰•碳中和”节能领域专业律师，抢占市场先机！
中国节能协会节能服务委员会（EMCA）将特邀节能领域行业专家、国际课题研究者、国家标准执笔人等行业专家进行专业分享，开拓业务新思路，普及节能减碳知识，紧扣节能领域热点问题，并结合项目案例进行深度分析，致力打造节能减碳专业商务律师，提高法律应用于渠道拓展的实务能力，开拓新业务，畅游新蓝海！
………
课程安排
（一）减碳节能与合同能源管理
1、合同能源管理的起源及概念的发展 2、合同能源管理的主要商务模式及发展趋势 3、减碳与合同能源管理业务流程 4、节能服务产业最新商业模式现状及分析 5、新国标《合同能源管理技术通则》的修订背景6、合同能源管理的发展情况及新标准的应用场景7、碳达峰与碳中和目标对节能服务产业的机遇与挑战 8、律师新市场，节能减碳新业务
（二）减碳节能商业模式与合同能源管理项目运作篇 1、合同能源管理项目成功的重要原则及主要筛选原则 2、合同能源管理项目的诉讼情况分析3、合同能源管理项目法律风险识别与防范4、节能诊断、能源基准与节能方案设计5、节能服务合同谈判、签订与履行管理
（三）能源费用托管型的理解与适用1、能源费用托管型合同文本的详细解读与分析2、能源费用托管型合同的适用范围和注意事项！
知识无限！机会无限！未来无限！
草案！期待着您的关注和意见！
我们一起把双碳的事业推动！ 收起d",诸葛 七律 国文 闲言 第六 三十 节能 减碳 商业模式 设计 风险 防控 培训班 招生简章 草案 碳达峰 号角 吹响 减碳 节能 行业 大风 市场 节能 减碳 商业模式 设计 需求 行业 风险 预判 防控 机会 风口 律师 法律 服务 减碳 节能 蓝海 窗口期 打开 律师 介入 开拓 业务 核心 能力 未来 创造 价值 国家 政策 挖掘 市场 机会 剖析 节能 减碳 路径 解读 节能 行业 赋予 构建 减碳 节能 商业模式 设计 能力 风险 防控 机会 来临 碳达峰 节能 领域 专业 律师 抢占市场 先机 中国 节能 协会 节能 服务 委员会 特邀 节能 领域 行业 专家 国际 课题 研究者 国家标准 执笔人 行业 专家 专业 分享 开拓 业务 新思路 普及 节能 减碳 知识 紧扣 节能 领域 热点问题 项目 案例 深度 分析 致力 打造 节能 减碳 专业 商务 律师 提高 法律 渠道 拓展 实务 能力 开拓 业务 畅游 蓝海 课程 安排 一减 节能 合同 能源管理 合同 能源管理 起源 概念 发展 合同 能源管理 商务 模式 发展趋势 减碳 合同 能源管理 业务流程 节能 服务 产业 最新 商业模式 现状及 分析 国标 合同 能源管理 技术 通则 修订 背景 合同 能源管理 发展 情况 标准 场景 碳达峰 目标 节能 服务 产业 机遇 挑战 律师 市场 节能 减碳 业务 二减 节能 商业模式 合同 能源管理 项目 运作 合同 能源管理 项目 成功 原则 筛选 原则 合同 能源管理 项目 诉讼 情况 分析 合同 能源管理 项目 法律 风险 识别 防范 节能 诊断 能源 基准 节能 方案设计 节能 服务 合同 谈判 签订 履行 管理 能源 费用 托管 理解 能源 费用 托管 合同文本 详细 解读 分析 能源 费用 托管 合同 适用范围 注意事项 知识 无限 机会 无限 未来 无限 草案 期待 关注 意见 双碳 事业
4663343354481975,"【裁员后，作业帮被爆福利再缩水，估值百亿美金巨头走向何方？】

# 裁员后，作业帮被爆福利再缩水##作业帮转型之路在何方？##洞见计划#

7月26日，雷达财经获悉，作业帮为实现降本增效目标，计划自2021年8月1日起，取消读书、健身两项福利。届时，将终止与相关单位的合作。
就在7月24日，教培行业“双减”政策正式落地，这对在线教育行业的冲击堪称“核打击”。好未来、高途、新东方三巨头股价从2月份高点跌去80%，有机构称已上市机构或面临退市风险。
对累计融资金额超过34亿美元，估值110亿美元的作业帮而言，“不得上市融资，严禁资本化运作”，意味着二级市场上市被封堵。业内指出，一级市场的投融资，亦将被“严控资本过度涌入培训机构”的政策限制。
享受过估值和规模上的狂飙突进后，褪去资本外衣的在线教育巨头们裁员、缩减福利开支，开始缩衣节食。更重要的是，面对随之而来的转型，巨头们将如何完成这场“救赎”？ O裁员后，作业帮被爆福利再缩水，估值百亿美金巨头走向何方？ 收起d",裁员 作业 福利 缩水 估值 亿美金 巨头 走向 何方 裁员 作业 福利 缩水 作业 转型 路在何方 洞见 计划 雷达 财经 获悉 作业 帮为 降本增效 目标 计划 年月日 取消 读书 健身 两项 福利 终止 相关 单位 合作 教培 行业 双减 政策 正式 落地 在线教育 行业 冲击 堪称 核打击 未来 高途 新东方 巨头 股价 月份 高点 跌去 机构 上市 机构 面临 退市 风险 累计 融资 金额 超过 亿美元 估值 亿美元 作业 上市 融资 严禁 资本化 运作 意味着 二级 市场 上市 封堵 业内 指出 一级 市场 投融资 严控 资本 过度 涌入 培训 机构 政策 享受 估值 规模 狂飙 突进 褪去 资本 外衣 在线教育 巨头 裁员 缩减 福利 开支 缩衣节食 面对 随之而来 转型 巨头 这场 救赎 裁员 作业 福利 缩水 估值 亿美金 巨头 走向 何方
4663343061409238,希望真的成功『“双减”政策的时代逻辑：从“人为资本奴”到“资本为人控”』O“双减”政策的时代逻辑：从“人为资本奴”到“资本为人控”,希望 真的 成功 双减 政策 时代 逻辑 人为 资本 奴到 资本 控双减 政策 时代 逻辑 人为 资本 奴到 资本 人控
4663342940300169,"教育这座山能推倒吗？
一个针对义务教育的“双减”政策正式落地了，要说这个政策有多重磅，看看下面这张图就知道了。 政策翻译下来就是： 不准以营利为目的 不准资本运作 不准占用假期 不准高薪挖人 不准搜题 不准请外教 为什么要对校外培训行业下狠手，在官方曾说过这样一句：要始终坚持以人民为中心，立足新发展阶段... 哈哈哈 O一个针对义务教育的“双减”政策正式落地了，要说这个政策有多重磅，看看下面这张图就知道了 收起d",教育 这座 山能 推倒 义务教育 双减 政策 正式 落地 要说 政策 重磅 张图 政策 翻译 不准 营利 目的 不准 资本运作 不准 占用 假期 不准 高薪 挖人 不准 搜题 不准 外教 校外 培训 行业 下狠手 官方 一句 始终 人民 中心 立足 发展 阶段 哈哈哈 义务教育 双减 政策 正式 落地 要说 政策 重磅 张图
4663342726124218,刚看了下最近出台的“双减政策”，还好自己早点跳出了培训学校，毕业两年后能摸清楚自己的职业规划一切都不晚,刚看 出台 双减 政策 还好 早点 跳出 培训 学校 毕业 两年 后能 摸清楚 职业规划 不晚
4663341715297088,#双减政策的落地能缓解鸡娃焦虑吗##电视剧叛逆者#就算我们现在死了。 但如果历史真的被我们改变， 那如果我们碰见的话， 我们就在起，好不好？,双减 政策 落地 缓解 鸡娃 焦虑 电视剧 叛逆者 历史 真的 改变 碰见 好不好
4663341656837767,"如果发现自己盘上摩羯座能量特别重，而且被克到。

那么要去锻炼的事情是努力提升自己，努力让自己有实力或者有地位或者有钱。

因为摩羯座一生的课题都是让自己有自信，让自己成为靠自己就很成功的人，但是会变成工作狂，或者只看现实的人，自己累身边的人也累。

所以学会平衡事业和人生是摩羯的课题，学会温暖和缓解压力也是课题。

#双减政策的落地能缓解鸡娃焦虑吗# 收起d",发现自己 摩羯座 能量 特别 被克到 锻炼 事情 努力 提升 努力 实力 地位 有钱 摩羯座 一生 课题 自信 成功 工作狂 现实 身边 学会 平衡 事业 人生 课题 学会 温暖 缓解 压力 课题 双减 政策 落地 缓解 鸡娃 焦虑
4663341450793664,#双减意见如何规范学生作业和校外培训#是不是 智商低于0且心理只有婴儿岁数的人 才配当管教育的人啊？ 总搞出这些接地府的政策，难道学生保证看不见也学不会这种的“一刀切”模式？,双减 意见 规范 学生 作业 校外 培训 智商 低于 心理 婴儿 岁数 人才 配当管 教育 接地 政策 学生 保证 看不见 一刀切 模式
4663341404652825,#双减意见如何规范学生作业和校外培训# 减轻内卷的政策来了，却没多少人赞。,双减 意见 规范 学生 作业 校外 培训 减轻 内卷 政策 人赞
4663341391288722,#双减政策的落地能缓解鸡娃焦虑吗# 但是现在，她只是从一个毫#杨幂英伦侦探风大片#无存在感的庶女变成了一个稍微有点存在感的庶女，用处不大，威胁也不算深。,双减 政策 落地 缓解 鸡娃 焦虑 毫杨 英伦 侦探 大片 稍微 用处 威胁 不算
4663341005669520,"#教育部双减#
培训机构的老师真的好难
想辞职，但是不敢，总不能把双减政策拿给人事说我响应国家号召不干了。机构那边不到最后一刻不会告诉你前路如何。要么你自己提离职，赔钱；要么进入漫长的等待。
等待期间也要努力上好每一次课，下课后又是无尽的心累。
家长那边的咨询，一问三不知。要啥啥没有，上课纯靠讲。课后维护也不想做了，赶上台风天，喜提一波退费。后面的课有没有得上还不知道，维护了干嘛呢？是人多就能保住自己吗？心态全线崩了……
去年还想着，终于能陪着我的宝贝们走过两年的时光，可以好好地告别，一定要给你们准备多多的礼物。毕竟前几年都只带了一年就把孩子们送上了更高的年级看来注定不行了哈哈哈哈 收起d",教育部 双减 培训 机构 老师 真的 好难 辞职 双减 政策 拿给 人事 响应 国家 号召 不干 机构 不到 一刻 告诉 前路 离职 赔钱 漫长 等待 等待 期间 努力 下课后 无尽 心累 家长 咨询 一问三不知 上课 纯靠 讲课 维护 不想 赶上 台风 天喜 提一波 退费 有没有 维护 干嘛 保住 心态 全线 去年 想着 终于 宝贝 走过 两年 时光 好好 告别 礼物 几年 一年 孩子 年级 注定 不行 哈哈哈哈
4663340909728156,#双减政策的落地能缓解鸡娃焦虑吗##电视剧叛逆者#节后综合症全靠天杯咖啡吊着,双减 政策 落地 缓解 鸡娃 焦虑 电视剧 叛逆者 节后 综合症 全靠 天杯 咖啡 吊着
4663340808540307,"教培行业被动刀子了 下一个也不知道是谁遭殃

如果我转型做教育退费(帮家长退已报课程的费用)这块的法务有前景吗 手上有非常专业的团队

想做个小调查 有这块需求的可以联系我🦀️

#教培行业##双减政策##教育退款# 2杭州",教培 行业 被动 刀子 遭殃 转型 教育 退费 家长 已报 课程 费用 这块 法务 前景 手上 专业 团队 调查 这块 需求 教培 行业 双减 政策 教育 退款 杭州
4663340766331455,#双减意见如何规范学生作业和校外培训#以前本科兼职过冒教育机构的线上教师，确实很多孩子是来问问题的，而且听的出家长就在一旁 但不少是直接要答案的，解题过程完全就不听，答案给我就好 还遇到过让我给写暑假作业的，整个暑假数学作业答案基本都是我写的 所以我支持国家的政策 学习好的继续读书，不适合学习的去学习技术，没什么不好 2西安·西安电子科技大学 收起d,双减 意见 规范 学生 作业 校外 培训 本科 兼职 教育 机构 教师 确实 孩子 家长 一旁 答案 解题 过程 答案 暑假作业 暑假 数学 作业 答案 支持 国家 政策 学习 读书 适合 学习 学习 技术 没什么 不好 西安 西安电子科技大学
4663340623987172,《教培已死！70万教培机构、1000万从业人员出路何在？》7月24日晚间，“双减”政策落地，70万教培机构和上千万从业人员终于还是等来了这份流传了半年的文件。O网页链接,教培 万教培 机构 从业人员 出路 何在 晚间 双减 政策 落地 万教培 机构 从业人员 终于 这份 流传 半年 文件 网页 链接
4663339718550822,#双减政策的落地能缓解鸡娃焦虑吗# 余聆脑子里已经有了构思，她倒出白色的颜料，拿起画笔，甚至没有过多的犹豫，在本来是眼睛的地方，一划到底，直接在眼睛#杨幂英伦侦探风大片#上蒙上了一层白色。,双减 政策 落地 缓解 鸡娃 焦虑 脑子里 构思 白色 颜料 画笔 过多 犹豫 本来 眼睛 地方 眼睛 杨幂 英伦 侦探 大片 上蒙上 一层 白色
4663339252978935,"台风疫情双减政策三管齐下搞得措手不及
希望台风缓一点疫情稳一点
政策没办法
那就希望公司努努力给我个缓冲期
好未来加油啊邦鑫大大顶住啊",台风 疫情 双减 政策 三管齐下 措手不及 希望 台风 一点 疫情 一点 政策 办法 希望 公司 努力 缓冲期 未来 加油 啊邦鑫 顶住
4663338820700426,#双减政策的落地能缓解鸡娃焦虑吗#美好的生命应该充#以家人之名#满期待惊喜和感激。,双减 政策 落地 缓解 鸡娃 焦虑 美好 生命 充以 家人 之名 期待 惊喜 感激
